min,tempM,tempR
4183,3.8,4.6
4184,3.8,4.6
4185,3.9,4.7
4186,3.9,4.8
4187,3.9,4.8
4188,3.9,4.8
4189,3.9,4.9
4190,3.9,4.9
4191,4,5
4192,4,5
4193,4,5
4194,4,4.2
4195,4,3.6
4196,4,3.1
4197,4,2.7
4198,3.9,2.4
4199,3.9,2.1
4200,3.9,1.8
4201,3.9,1.7
4202,3.9,1.7
4203,3.9,2.1
4204,3.8,2.4
4205,3.8,2.7
4206,3.9,3
4207,3.8,3.2
4208,3.8,3.3
4209,3.8,3.4
4210,3.7,3.5
4211,3.8,3.7
4212,3.8,3.8
4213,3.8,3.9
4214,3.8,4
4215,3.7,4
4216,3.8,4.2
4217,3.7,4.2
4218,3.8,4.3
4219,3.8,4.3
4220,3.8,4.4
4221,3.9,4.6
4222,3.9,4.6
4223,3.8,4.6
4224,3.9,4.7
4225,3.9,4.7
4226,3.9,4.8
4227,3.9,4.8
4228,3.9,4.8
4229,3.9,4.9
4230,4,5
4231,4,5
4232,3.9,5.1
4233,4,4.7
4234,4,4
4235,4,3.4
4236,4,3
4237,4,2.6
4238,3.9,2.3
4239,3.9,2
4240,3.9,1.8
4241,3.9,1.7
4242,3.9,1.9
4243,3.9,2.2
4244,3.9,2.6
4245,3.9,2.9
4246,3.8,3.1
4247,3.8,3.2
4248,3.8,3.4
4249,3.8,3.5
4250,3.8,3.6
4251,3.8,3.7
4252,3.8,3.8
4253,3.7,3.9
4254,3.8,4
4255,3.8,4.1
4256,3.8,4.2
4257,3.8,4.3
4258,3.8,4.3
4259,3.9,4.4
4260,3.8,4.5
4261,3.9,4.6
4262,3.8,4.6
4263,3.9,4.7
4264,3.9,4.7
4265,3.9,4.8
4266,3.9,4.8
4267,3.9,4.8
4268,3.9,4.9
4269,3.9,5
4270,4,5
4271,4,5
4272,4,5
4273,4,4.2
4274,4,3.6
4275,4,3.1
4276,4,2.7
4277,3.9,2.4
4278,3.9,2.1
4279,3.9,1.9
4280,3.9,1.7
4281,3.9,1.8
4282,3.9,2.2
4283,3.9,2.6
4284,3.9,2.8
4285,3.8,3.1
4286,3.8,3.2
4287,3.8,3.4
4288,3.8,3.5
4289,3.8,3.6
4290,3.8,3.7
4291,3.8,3.8
4292,3.7,3.9
4293,3.8,4
4294,3.8,4.1
4295,3.8,4.2
4296,3.8,4.3
4297,3.8,4.3
4298,3.9,4.4
4299,3.8,4.5
4300,3.9,4.6
4301,3.8,4.6
4302,3.9,4.7
4303,3.9,4.7
4304,3.9,4.8
4305,3.9,4.8
4306,3.9,4.8
4307,3.9,4.9
4308,3.9,5
4309,4,5
4310,4,5
4311,4,5.1
4312,4,5.2
4313,4,5.2
4314,4.1,5.3
4315,4,5.3
4316,4.1,5.4
4317,4.1,5.4
4318,4.1,5.4
4319,4.1,5.4
4320,4.2,5.1
4321,4.1,4.2
4322,4.1,3.7
4323,4.2,3.3
4324,4.1,3
4325,4.1,2.6
4326,4.1,2.4
4327,4,2.1
4328,4,1.9
4329,4,1.7
4330,4,1.8
4331,4,2.1
4332,4,2.5
4333,4,2.9
4334,4,3.1
4335,3.9,3.2
4336,4,3.4
4337,3.9,3.5
4338,3.9,3.7
4339,3.9,3.7
4340,3.9,3.9
4341,3.9,4
4342,3.9,4.1
4343,3.9,4.2
4344,3.9,4.2
4345,3.9,4.3
4346,3.9,4.4
4347,4,4.5
4348,4,4.5
4349,4,4.6
4350,4,4.6
4351,4,4.8
4352,4,4.8
4353,4,4.8
4354,4,4.9
4355,4.1,5
4356,4,5
4357,4,5
4358,4.1,5.1
4359,4.1,4.5
4360,4.1,3.8
4361,4.1,3.3
4362,4.1,2.9
4363,4,2.6
4364,4,2.3
4365,4,2.1
4366,3.9,1.8
4367,3.9,1.7
4368,3.9,1.9
4369,4,2.3
4370,4,2.6
4371,3.9,2.9
4372,3.9,3.1
4373,3.9,3.3
4374,3.9,3.4
4375,3.8,3.5
4376,3.8,3.6
4377,3.8,3.7
4378,3.8,3.8
4379,3.8,3.9
4380,3.8,4
4381,3.9,4.1
4382,3.8,4.2
4383,3.9,4.3
4384,3.8,4.3
4385,3.9,4.4
4386,4,4.6
4387,3.9,4.6
4388,3.9,4.6
4389,3.9,4.7
4390,3.9,4.7
4391,4,4.8
4392,3.9,4.8
4393,4,4.9
4394,4,4.9
4395,4,5
4396,4,5
4397,4,5.1
4398,4.1,4.6
4399,4,3.8
4400,4.1,3.2
4401,4,2.9
4402,4,2.6
4403,4,2.3
4404,4,2
4405,3.9,1.8
4406,3.9,1.7
4407,3.9,1.9
4408,3.9,2.3
4409,3.8,2.6
4410,3.9,2.9
4411,3.9,3.1
4412,3.8,3.2
4413,3.8,3.4
4414,3.8,3.5
4415,3.8,3.6
4416,3.8,3.7
4417,3.8,3.8
4418,3.8,3.9
4419,3.8,4
4420,3.8,4.1
4421,3.8,4.2
4422,3.8,4.3
4423,3.8,4.3
4424,3.9,4.4
4425,3.9,4.5
4426,3.9,4.6
4427,3.9,4.6
4428,3.9,4.7
4429,3.9,4.7
4430,3.9,4.8
4431,3.9,4.8
4432,3.9,4.8
4433,4,4.9
4434,3.9,4.9
4435,4,5
4436,4,5
4437,4,5
4438,4,4.2
4439,4,3.6
4440,4,3.1
4441,4,2.8
4442,4,2.5
4443,3.9,2.2
4444,3.9,1.9
4445,3.9,1.7
4446,3.9,1.7
4447,3.9,2
4448,3.9,2.4
4449,3.9,2.7
4450,3.9,3
4451,3.8,3.2
4452,3.9,3.3
4453,3.8,3.4
4454,3.8,3.5
4455,3.8,3.7
4456,3.8,3.7
4457,3.8,3.8
4458,3.7,3.9
4459,3.8,4
4460,3.8,4.2
4461,3.8,4.2
4462,3.8,4.3
4463,3.8,4.3
4464,3.9,4.5
4465,3.8,4.5
4466,3.9,4.6
4467,3.8,4.6
4468,3.9,4.7
4469,3.9,4.7
4470,3.9,4.8
4471,3.9,4.8
4472,3.9,4.9
4473,3.9,4.9
4474,4,5.1
4475,4,5
4476,3.9,5.1
4477,4.1,4.6
4478,4,3.8
4479,4,3.3
4480,4,2.9
4481,4,2.6
4482,3.9,2.3
4483,3.9,2.1
4484,3.9,1.8
4485,3.9,1.7
4486,3.9,1.9
4487,3.9,2.3
4488,3.9,2.6
4489,3.8,2.9
4490,3.8,3.1
4491,3.8,3.3
4492,3.8,3.4
4493,3.8,3.5
4494,3.8,3.6
4495,3.8,3.8
4496,3.8,3.8
4497,3.7,3.9
4498,3.7,4
4499,3.8,4.1
4500,3.8,4.2
4501,3.8,4.3
4502,3.8,4.3
4503,3.8,4.4
4504,3.8,4.5
4505,3.9,4.6
4506,3.8,4.6
4507,3.9,4.7
4508,3.9,4.7
4509,3.9,4.8
4510,3.9,4.8
4511,3.9,4.8
4512,3.9,4.9
4513,4,5.1
4514,4,5.1
4515,4,5.1
4516,4,4.8
4517,4,4
4518,4,3.4
4519,4,3
4520,4,2.6
4521,3.9,2.3
4522,3.9,2.1
4523,3.9,1.8
4524,3.8,1.7
4525,3.8,1.8
4526,3.9,2.2
4527,3.8,2.6
4528,3.8,2.8
4529,3.8,3.1
4530,3.8,3.2
4531,3.8,3.4
4532,3.8,3.5
4533,3.8,3.7
4534,3.8,3.7
4535,3.8,3.9
4536,3.7,3.9
4537,3.8,4
4538,3.8,4.2
4539,3.8,4.2
4540,3.8,4.3
4541,3.8,4.3
4542,3.8,4.4
4543,3.8,4.5
4544,3.9,4.6
4545,3.8,4.6
4546,3.9,4.7
4547,3.9,4.7
4548,3.9,4.8
4549,3.9,4.8
4550,3.9,4.8
4551,3.9,4.9
4552,3.9,4.9
4553,4,5
4554,3.9,5
4555,4,4.9
4556,4,4
4557,4,3.5
4558,4,3
4559,4,2.7
4560,3.9,2.3
4561,3.9,2.1
4562,3.9,1.8
4563,3.9,1.7
4564,3.8,1.8
4565,3.9,2.2
4566,3.8,2.5
4567,3.8,2.8
4568,3.8,3.1
4569,3.8,3.2
4570,3.8,3.4
4571,3.8,3.5
4572,3.8,3.6
4573,3.7,3.7
4574,3.8,3.8
4575,3.7,3.9
4576,3.8,4
4577,3.7,4.1
4578,3.8,4.2
4579,3.8,4.3
4580,3.8,4.3
4581,3.9,4.4
4582,3.8,4.5
4583,3.9,4.6
4584,3.8,4.6
4585,3.9,4.7
4586,3.8,4.7
4587,3.9,4.8
4588,3.9,4.8
4589,3.9,4.8
4590,3.9,4.9
4591,3.9,5
4592,4,5.1
4593,3.9,5.1
4594,4,4.9
4595,4,4
4596,4,3.5
4597,4,3
4598,4,2.7
4599,3.9,2.4
4600,3.9,2.1
4601,3.9,1.9
4602,3.9,1.6
4603,3.9,1.7
4604,3.9,2.1
4605,3.9,2.5
4606,3.9,2.8
4607,3.8,3
4608,3.8,3.2
4609,3.8,3.4
4610,3.8,3.4
4611,3.8,3.5
4612,3.8,3.7
4613,3.8,3.8
4614,3.7,3.9
4615,3.8,4
4616,3.7,4
4617,3.8,4.2
4618,3.7,4.2
4619,3.8,4.3
4620,3.8,4.3
4621,3.8,4.4
4622,3.9,4.6
4623,3.8,4.6
4624,3.8,4.6
4625,3.9,4.7
4626,3.9,4.8
4627,3.9,4.8
4628,3.9,4.8
4629,3.9,4.9
4630,3.9,4.9
4631,4,5
4632,3.9,5
4633,4,5.1
4634,4,4.3
4635,4,3.6
4636,4,3.1
4637,4,2.7
4638,3.9,2.4
4639,3.9,2.1
4640,3.9,1.9
4641,3.9,1.6
4642,3.8,1.6
4643,3.8,2
4644,3.9,2.4
4645,3.9,2.8
4646,3.8,3
4647,3.8,3.2
4648,3.8,3.3
4649,3.8,3.4
4650,3.7,3.5
4651,3.8,3.7
4652,3.8,3.8
4653,3.7,3.9
4654,3.8,4
4655,3.7,4
4656,3.8,4.2
4657,3.7,4.2
4658,3.8,4.3
4659,3.8,4.3
4660,3.8,4.4
4661,3.9,4.6
4662,3.8,4.6
4663,3.8,4.6
4664,3.9,4.7
4665,3.8,4.7
4666,3.9,4.8
4667,3.9,4.8
4668,3.9,4.9
4669,3.9,4.9
4670,4,5
4671,3.9,5.1
4672,3.9,5.1
4673,4,5.2
4674,4,5.2
4675,4.1,5.3
4676,4,5.3
4677,4,5.3
4678,4.1,5.4
4679,4.1,5.4
4680,4.1,5
4681,4.1,4.2
4682,4.1,3.6
4683,4.1,3.2
4684,4.1,2.8
4685,4.1,2.5
4686,4,2.3
4687,4,2
4688,4,1.8
4689,4,1.6
4690,4,1.8
4691,4,2.2
4692,4,2.6
4693,4,2.9
4694,3.9,3.1
4695,3.9,3.2
4696,3.9,3.4
4697,3.9,3.5
4698,3.9,3.7
4699,3.9,3.7
4700,3.9,3.9
4701,3.8,3.9
4702,3.9,4.1
4703,3.9,4.2
4704,3.9,4.2
4705,3.8,4.3
4706,3.9,4.4
4707,4,4.5
4708,3.9,4.5
4709,3.9,4.6
4710,3.9,4.7
4711,4,4.8
4712,4,4.8
4713,3.9,4.8
4714,4,4.9
4715,4,4.9
4716,4,5
4717,4,5
4718,4.1,5.1
4719,4.1,4.6
4720,4,3.8
4721,4.1,3.3
4722,4.1,2.9
4723,4,2.5
4724,4,2.2
4725,3.9,1.9
4726,3.9,1.7
4727,3.9,1.6
4728,3.9,2
4729,3.9,2.3
4730,3.9,2.7
4731,3.9,2.9
4732,3.8,3.1
4733,3.9,3.3
4734,3.8,3.4
4735,3.9,3.6
4736,3.8,3.6
4737,3.8,3.8
4738,3.8,3.8
4739,3.8,4
4740,3.8,4
4741,3.8,4.2
4742,3.9,4.3
4743,3.8,4.3
4744,3.9,4.4
4745,3.9,4.4
4746,3.9,4.6
4747,3.9,4.6
4748,3.9,4.6
4749,3.9,4.7
4750,4,4.8
4751,3.9,4.8
4752,3.9,4.8
4753,4,4.9
4754,4,5
4755,4,5
4756,4,5.1
4757,4.1,4.9
4758,4,4.1
4759,4,3.5
4760,4,3
4761,4,2.6
4762,4,2.3
4763,3.9,2
4764,3.9,1.8
4765,3.9,1.6
4766,3.9,1.8
4767,3.9,2.2
4768,3.9,2.6
4769,3.9,2.9
4770,3.8,3.1
4771,3.9,3.3
4772,3.8,3.4
4773,3.8,3.5
4774,3.8,3.6
4775,3.8,3.8
4776,3.8,3.8
4777,3.8,3.9
4778,3.8,4
4779,3.8,4.2
4780,3.8,4.2
4781,3.8,4.3
4782,3.8,4.3
4783,3.9,4.4
4784,3.9,4.5
4785,3.9,4.6
4786,3.9,4.6
4787,3.9,4.7
4788,3.9,4.7
4789,3.9,4.8
4790,3.9,4.8
4791,4,4.9
4792,3.9,4.9
4793,4,5
4794,4,5
4795,4,5.1
4796,4,4.5
4797,4,3.7
4798,4,3.2
4799,4,2.8
4800,4,2.4
4801,3.9,2.1
4802,3.9,1.8
4803,3.9,1.6
4804,3.9,1.7
4805,3.8,2.2
4806,3.9,2.6
4807,3.9,2.8
4808,3.8,3
4809,3.8,3.2
4810,3.8,3.4
4811,3.8,3.5
4812,3.8,3.6
4813,3.8,3.7
4814,3.8,3.8
4815,3.7,3.9
4816,3.8,4
4817,3.8,4.2
4818,3.8,4.2
4819,3.8,4.3
4820,3.8,4.3
4821,3.9,4.4
4822,3.8,4.5
4823,3.9,4.6
4824,3.8,4.6
4825,3.9,4.7
4826,3.9,4.7
4827,3.9,4.8
4828,3.9,4.8
4829,3.9,4.8
4830,3.9,4.9
4831,4,5
4832,4,5
4833,3.9,5.1
4834,4,4.4
4835,4,3.7
4836,4,3.1
4837,4,2.7
4838,3.9,2.4
4839,3.9,2.1
4840,3.9,1.8
4841,3.9,1.6
4842,3.8,1.6
4843,3.9,2.1
4844,3.9,2.5
4845,3.9,2.8
4846,3.8,3
4847,3.8,3.2
4848,3.8,3.3
4849,3.8,3.4
4850,3.7,3.5
4851,3.7,3.7
4852,3.8,3.8
4853,3.7,3.9
4854,3.8,4
4855,3.8,4
4856,3.8,4.2
4857,3.8,4.3
4858,3.8,4.3
4859,3.8,4.3
4860,3.8,4.4
4861,3.9,4.5
4862,3.8,4.6
4863,3.8,4.6
4864,3.9,4.7
4865,3.8,4.7
4866,3.9,4.8
4867,3.9,4.8
4868,3.9,4.9
4869,3.9,4.9
4870,4,5
4871,3.9,5
4872,4,5.1
4873,4,4.4
4874,4,3.6
4875,4,3.1
4876,4,2.7
4877,3.9,2.4
4878,3.9,2.1
4879,3.9,1.8
4880,3.9,1.5
4881,3.8,1.7
4882,3.9,2.1
4883,3.9,2.4
4884,3.8,2.7
4885,3.8,2.9
4886,3.8,3.2
4887,3.8,3.3
4888,3.8,3.4
4889,3.7,3.5
4890,3.8,3.6
4891,3.8,3.8
4892,3.7,3.8
4893,3.8,4
4894,3.7,4
4895,3.8,4.2
4896,3.8,4.3
4897,3.8,4.3
4898,3.8,4.3
4899,3.8,4.4
4900,3.9,4.6
4901,3.8,4.6
4902,3.8,4.6
4903,3.9,4.7
4904,3.8,4.7
4905,3.9,4.8
4906,3.9,4.8
4907,3.9,4.9
4908,3.9,4.9
4909,4,5
4910,3.9,5.1
4911,3.9,5
4912,3.9,4.3
4913,4,3.6
4914,4,3.1
4915,4,2.7
4916,3.9,2.4
4917,3.9,2.1
4918,3.9,1.7
4919,3.8,1.6
4920,3.9,1.7
4921,3.9,2.1
4922,3.8,2.4
4923,3.9,2.8
4924,3.8,3
4925,3.8,3.2
4926,3.8,3.4
4927,3.8,3.4
4928,3.7,3.6
4929,3.8,3.7
4930,3.8,3.8
4931,3.7,3.9
4932,3.8,4
4933,3.7,4.1
4934,3.8,4.2
4935,3.7,4.2
4936,3.8,4.3
4937,3.8,4.3
4938,3.8,4.4
4939,3.8,4.5
4940,3.8,4.6
4941,3.8,4.6
4942,3.9,4.7
4943,3.8,4.7
4944,3.9,4.8
4945,3.9,4.8
4946,3.9,4.9
4947,3.9,4.9
4948,4,5
4949,3.9,5.1
4950,4,5
4951,4,4.2
4952,4,3.6
4953,4,3
4954,4,2.7
4955,3.9,2.3
4956,3.9,2
4957,3.9,1.8
4958,3.9,1.6
4959,3.8,1.8
4960,3.9,2.2
4961,3.8,2.5
4962,3.8,2.8
4963,3.8,3.1
4964,3.8,3.2
4965,3.8,3.4
4966,3.8,3.5
4967,3.8,3.6
4968,3.7,3.7
4969,3.8,3.8
4970,3.7,3.9
4971,3.8,4
4972,3.7,4.1
4973,3.8,4.2
4974,3.7,4.2
4975,3.8,4.3
4976,3.9,4.4
4977,3.8,4.5
4978,3.9,4.6
4979,3.8,4.6
4980,3.9,4.7
4981,3.9,4.7
4982,3.8,4.7
4983,3.9,4.8
4984,3.9,4.8
4985,3.9,4.9
4986,3.9,5
4987,4,5
4988,3.9,5.1
4989,4,4.9
4990,4,4.1
4991,4,3.5
4992,4,3
4993,4,2.6
4994,3.9,2.2
4995,3.9,2
4996,3.9,1.7
4997,3.8,1.6
4998,3.9,1.9
4999,3.9,2.3
5000,3.9,2.6
5001,3.8,2.9
5002,3.8,3.1
5003,3.8,3.2
5004,3.8,3.4
5005,3.7,3.5
5006,3.8,3.6
5007,3.8,3.8
5008,3.8,3.8
5009,3.7,3.9
5010,3.7,4
5011,3.7,4.1
5012,3.7,4.2
5013,3.8,4.3
5014,3.8,4.3
5015,3.8,4.4
5016,3.9,4.6
5017,3.8,4.6
5018,3.8,4.6
5019,3.9,4.7
5020,3.8,4.7
5021,3.9,4.8
5022,3.9,4.8
5023,3.9,4.8
5024,3.9,4.9
5025,4,5
5026,3.9,5
5027,3.9,5.1
5028,4,5.2
5029,4,5.2
5030,4,5.2
5031,4,5.3
5032,4,5.3
5033,4.1,5.4
5034,4.1,5.4
5035,4,5.4
5036,4.1,5.5
5037,4.1,5.5
5038,4.2,5.6
5039,4.2,5.6
5040,4.2,5.1
5041,4.2,4.3
5042,4.2,3.7
5043,4.2,3.2
5044,4.2,2.8
5045,4.2,2.6
5046,4.2,2.3
5047,4.1,2
5048,4.1,1.8
5049,4.1,1.6
5050,4.1,1.8
5051,4.1,2.2
5052,4,2.5
5053,4,2.8
5054,4.1,3
5055,4,3.3
5056,4,3.4
5057,4,3.5
5058,3.9,3.6
5059,4,3.8
5060,3.9,3.9
5061,4,4
5062,4,4.2
5063,4,4.2
5064,3.9,4.2
5065,3.9,4.3
5066,4,4.5
5067,4,4.5
5068,4,4.5
5069,4,4.6
5070,4.1,4.7
5071,4,4.8
5072,4,4.8
5073,4.1,4.9
5074,4,4.9
5075,4.1,5
5076,4.1,5
5077,4,5
5078,4.1,4.8
5079,4.1,4
5080,4.1,3.4
5081,4.1,2.9
5082,4.1,2.6
5083,4.1,2.3
5084,4,1.9
5085,4,1.7
5086,4,1.6
5087,4,1.8
5088,4,2.2
5089,4,2.6
5090,3.9,2.8
5091,3.9,3
5092,3.9,3.3
5093,3.9,3.4
5094,3.8,3.5
5095,3.8,3.6
5096,3.9,3.8
5097,3.8,3.8
5098,3.9,4
5099,3.8,4
5100,3.9,4.1
5101,3.9,4.3
5102,3.9,4.3
5103,3.8,4.3
5104,3.9,4.4
5105,4,4.5
5106,3.9,4.6
5107,3.9,4.6
5108,3.9,4.7
5109,4,4.8
5110,4,4.8
5111,3.9,4.8
5112,4,4.9
5113,4,4.9
5114,4,5
5115,4,5
5116,4.1,5.1
5117,4.1,4.4
5118,4.1,3.7
5119,4.1,3.1
5120,4.1,2.8
5121,4,2.4
5122,4,2.1
5123,4,1.8
5124,3.9,1.6
5125,3.9,1.8
5126,3.9,2.2
5127,3.9,2.6
5128,3.9,2.8
5129,3.9,3
5130,3.9,3.3
5131,3.9,3.4
5132,3.8,3.5
5133,3.8,3.6
5134,3.8,3.7
5135,3.8,3.8
5136,3.8,3.9
5137,3.8,4
5138,3.8,4.1
5139,3.8,4.2
5140,3.8,4.3
5141,3.8,4.3
5142,3.9,4.4
5143,3.9,4.5
5144,3.9,4.6
5145,3.9,4.6
5146,3.9,4.7
5147,3.9,4.7
5148,3.9,4.8
5149,3.9,4.8
5150,4,4.9
5151,4,4.9
5152,4,5
5153,4,5
5154,4,5
5155,4,4.2
5156,4,3.6
5157,4,3.1
5158,4,2.7
5159,4,2.3
5160,3.9,2
5161,3.9,1.8
5162,3.9,1.6
5163,3.9,1.8
5164,3.9,2.2
5165,3.9,2.6
5166,3.9,2.9
5167,3.8,3.1
5168,3.8,3.2
5169,3.8,3.4
5170,3.8,3.5
5171,3.8,3.6
5172,3.8,3.8
5173,3.8,3.8
5174,3.8,3.9
5175,3.8,4
5176,3.8,4.2
5177,3.8,4.2
5178,3.8,4.3
5179,3.8,4.3
5180,3.9,4.4
5181,3.9,4.6
5182,3.9,4.6
5183,3.8,4.6
5184,3.9,4.7
5185,3.9,4.7
5186,3.9,4.8
5187,3.9,4.8
5188,4,4.9
5189,3.9,4.9
5190,4,5
5191,4,5
5192,4,5.1
5193,4,4.4
5194,4,3.7
5195,4,3.1
5196,4,2.8
5197,3.9,2.4
5198,3.9,2.1
5199,3.9,1.8
5200,3.9,1.6
5201,3.9,1.7
5202,3.9,2.1
5203,3.9,2.5
5204,3.9,2.8
5205,3.9,3
5206,3.8,3.2
5207,3.8,3.4
5208,3.8,3.4
5209,3.8,3.6
5210,3.8,3.7
5211,3.8,3.8
5212,3.7,3.9
5213,3.8,4
5214,3.8,4.1
5215,3.8,4.2
5216,3.8,4.3
5217,3.8,4.3
5218,3.8,4.3
5219,3.8,4.4
5220,3.9,4.6
5221,3.8,4.6
5222,3.9,4.7
5223,3.9,4.7
5224,3.9,4.8
5225,3.9,4.8
5226,3.9,4.8
5227,3.9,4.9
5228,3.9,5
5229,4,5
5230,3.9,5
5231,4,4.9
5232,4,4
5233,4,3.5
5234,4,3
5235,4,2.6
5236,3.9,2.2
5237,3.9,2
5238,3.9,1.7
5239,3.9,1.5
5240,3.8,1.8
5241,3.9,2.2
5242,3.8,2.5
5243,3.8,2.8
5244,3.8,3
5245,3.8,3.2
5246,3.8,3.4
5247,3.8,3.4
5248,3.7,3.6
5249,3.8,3.7
5250,3.8,3.8
5251,3.7,3.9
5252,3.8,4
5253,3.7,4
5254,3.8,4.2
5255,3.8,4.3
5256,3.8,4.3
5257,3.8,4.3
5258,3.8,4.4
5259,3.9,4.6
5260,3.8,4.6
5261,3.8,4.6
5262,3.9,4.7
5263,3.9,4.8
5264,3.9,4.8
5265,3.9,4.8
5266,3.9,4.9
5267,3.9,4.9
5268,4,5
5269,3.9,5.1
5270,3.9,5
5271,3.9,4.3
5272,4,3.6
5273,4,3.1
5274,4,2.7
5275,3.9,2.4
5276,3.9,2.1
5277,3.9,1.8
5278,3.9,1.5
5279,3.9,1.7
5280,3.9,2.1
5281,3.9,2.5
5282,3.8,2.8
5283,3.8,3
5284,3.8,3.2
5285,3.8,3.3
5286,3.8,3.4
5287,3.7,3.5
5288,3.8,3.7
5289,3.8,3.8
5290,3.7,3.9
5291,3.7,3.9
5292,3.7,4
5293,3.8,4.2
5294,3.7,4.2
5295,3.8,4.3
5296,3.8,4.3
5297,3.8,4.4
5298,3.8,4.5
5299,3.8,4.6
5300,3.8,4.6
5301,3.9,4.7
5302,3.8,4.7
5303,3.9,4.8
5304,3.9,4.8
5305,3.9,4.9
5306,3.9,4.9
5307,4,5
5308,3.9,5.1
5309,3.9,5.1
5310,4,4.5
5311,4,3.8
5312,4,3.2
5313,4,2.8
5314,3.9,2.4
5315,3.9,2.1
5316,3.9,1.9
5317,3.8,1.6
5318,3.8,1.6
5319,3.9,2
5320,3.8,2.3
5321,3.8,2.6
5322,3.8,2.9
5323,3.8,3.1
5324,3.8,3.2
5325,3.8,3.4
5326,3.7,3.5
5327,3.8,3.7
5328,3.7,3.7
5329,3.8,3.9
5330,3.7,3.9
5331,3.7,4
5332,3.8,4.2
5333,3.7,4.2
5334,3.8,4.3
5335,3.8,4.3
5336,3.8,4.4
5337,3.8,4.5
5338,3.9,4.6
5339,3.8,4.6
5340,3.9,4.7
5341,3.8,4.7
5342,3.9,4.8
5343,3.9,4.8
5344,3.9,4.8
5345,3.9,4.9
5346,4,5
5347,4,5.1
5348,3.9,5.1
5349,4,4.9
5350,4,4
5351,4,3.4
5352,4,3
5353,4,2.5
5354,3.9,2.2
5355,3.9,2
5356,3.9,1.7
5357,3.8,1.6
5358,3.8,1.8
5359,3.9,2.3
5360,3.8,2.5
5361,3.8,2.8
5362,3.8,3.1
5363,3.8,3.2
5364,3.8,3.4
5365,3.8,3.5
5366,3.8,3.6
5367,3.7,3.7
5368,3.8,3.9
5369,3.7,3.9
5370,3.8,4
5371,3.7,4.1
5372,3.8,4.2
5373,3.8,4.3
5374,3.8,4.3
5375,3.8,4.3
5376,3.8,4.4
5377,3.9,4.6
5378,3.8,4.6
5379,3.9,4.7
5380,3.9,4.7
5381,3.8,4.7
5382,3.9,4.8
5383,3.8,4.8
5384,3.9,4.9
5385,3.9,4.9
5386,4,5
5387,3.9,5.1
5388,3.9,5.1
5389,4,5.2
5390,4,5.2
5391,4,5.3
5392,4,5.3
5393,4,5.3
5394,4.1,5.4
5395,4.1,5.4
5396,4.1,5.4
5397,4.1,5.5
5398,4.1,5.5
5399,4.2,5.6
5400,4.2,5.1
5401,4.2,4.3
5402,4.2,3.7
5403,4.2,3.3
5404,4.2,2.9
5405,4.2,2.6
5406,4.2,2.4
5407,4.1,2.1
5408,4.1,1.9
5409,4,1.6
5410,4.1,1.6
5411,4,1.9
5412,4,2.4
5413,4,2.7
5414,4,2.9
5415,4,3.1
5416,3.9,3.3
5417,4,3.4
5418,3.9,3.6
5419,3.9,3.7
5420,3.9,3.8
5421,3.9,3.9
5422,4,4
5423,3.9,4.1
5424,3.9,4.2
5425,3.9,4.2
5426,3.9,4.4
5427,3.9,4.4
5428,4,4.5
5429,4,4.5
5430,4,4.6
5431,4,4.7
5432,4,4.8
5433,4,4.8
5434,4,4.9
5435,4,4.9
5436,4.1,5
5437,4,5
5438,4.1,5.1
5439,4.1,5
5440,4.1,4.3
5441,4.1,3.6
5442,4.1,3.1
5443,4.1,2.8
5444,4,2.5
5445,4,2.2
5446,4,1.9
5447,4,1.7
5448,4,1.5
5449,4,1.7
5450,3.9,2.1
5451,3.9,2.5
5452,3.9,2.7
5453,3.9,3
5454,3.9,3.2
5455,3.9,3.3
5456,3.9,3.5
5457,3.8,3.5
5458,3.8,3.7
5459,3.8,3.7
5460,3.8,3.9
5461,3.8,3.9
5462,3.8,4
5463,3.8,4.2
5464,3.8,4.2
5465,3.8,4.3
5466,3.8,4.3
5467,3.9,4.4
5468,3.9,4.6
5469,3.9,4.6
5470,3.9,4.6
5471,3.9,4.7
5472,4,4.8
5473,3.9,4.8
5474,3.9,4.8
5475,4,4.9
5476,4,4.9
5477,4,5.1
5478,4,5.1
5479,4,5.1
5480,4.1,5
5481,4,4.2
5482,4.1,3.7
5483,4,3.1
5484,4,2.8
5485,4,2.5
5486,4,2.2
5487,4,1.9
5488,3.9,1.7
5489,3.9,1.6
5490,3.9,1.7
5491,3.9,2
5492,3.9,2.4
5493,3.9,2.7
5494,3.8,2.9
5495,3.8,3.1
5496,3.8,3.2
5497,3.9,3.4
5498,3.8,3.5
5499,3.7,3.6
5500,3.8,3.7
5501,3.8,3.9
5502,3.7,3.9
5503,3.8,4
5504,3.8,4.1
5505,3.8,4.2
5506,3.8,4.3
5507,3.8,4.3
5508,3.8,4.3
5509,3.8,4.5
5510,3.9,4.6
5511,3.8,4.6
5512,3.8,4.6
5513,3.9,4.7
5514,3.9,4.7
5515,3.9,4.8
5516,3.9,4.8
5517,3.9,4.9
5518,3.9,5
5519,4,5.1
5520,4,5.1
5521,4,5.1
5522,4,4.9
5523,4,4.1
5524,4,3.6
5525,4,3.1
5526,4,2.7
5527,4,2.4
5528,3.9,2.1
5529,3.9,1.9
5530,3.9,1.7
5531,3.9,1.6
5532,3.9,1.7
5533,3.8,2.1
5534,3.9,2.5
5535,3.8,2.7
5536,3.8,2.9
5537,3.8,3.1
