"","TimeMedian","Timeq25","Timeq975","PoPChangeMedian","PopChangeq25","PopChange1975","TotalSpoiled","Per_Spoiled","Type"
"1",85,4,1480,0.170520648672004,0.00344671518195372,1.20031856211538,3,0.000664584302518775,"Overall"
"2",81,4,123,0.162087366386529,0.00344671518195372,0.250936024410225,0,0,"Not Shared"
"3",118,9,1489,0.240344555882347,0.0109425228519664,1.2190959792004,3,0.00292235307869897,"Shared"
